MS Zoning,TotRms AbvGrd,House Style,Roof Matl,Mas Vnr Type,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,Overall Qual,Overall Cond,Bedroom AbvGr,Fireplace Qu,Garage Type,Fireplaces,Garage Cars,Sale Type,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Year Remod/Add,Year Built,Mas Vnr Area,BsmtFin SF 1,age of house,SalePrice
RL,7,1.5Fin,CompShg,None,3,3,3,3,1,2,6,5,5,0,Attchd,0,1.0,WD ,1609,1000.0,305.0,1068,1953,1953,0.0,468.0,68,149900
RM,8,1.5Fin,CompShg,None,3,3,3,2,1,1,7,7,3,0,Attchd,0,1.0,WD ,1668,672.0,252.0,1195,1950,1945,0.0,0.0,76,108000
RL,5,1Story,CompShg,None,3,3,4,3,1,1,5,6,3,0,Detchd,0,1.0,WD ,924,924.0,280.0,924,1975,1975,0.0,0.0,46,110000
RM,5,2Story,CompShg,None,3,3,4,3,1,5,6,6,2,3,Attchd,1,2.0,WD ,1229,561.0,462.0,561,1980,1980,0.0,285.0,41,124000
RL,4,1.5Unf,CompShg,None,3,3,3,3,1,1,4,6,1,0,NA,0,0.0,WD ,882,882.0,0.0,882,1956,1956,0.0,0.0,65,103200
FV,5,1Story,CompShg,None,4,3,5,4,1,6,7,5,2,4,Attchd,1,2.0,New,1352,1352.0,466.0,1352,2007,2006,0.0,937.0,15,194000
RL,6,1Story,CompShg,None,3,3,3,3,1,1,5,5,3,0,Attchd,0,1.0,WD ,948,948.0,300.0,948,1968,1968,0.0,0.0,53,108000
RL,5,1Story,CompShg,None,3,3,3,3,1,4,5,5,2,0,Attchd,0,1.0,WD ,864,864.0,440.0,864,1961,1961,0.0,864.0,60,122000
RL,7,1.5Fin,CompShg,None,4,3,4,3,2,6,7,5,2,0,Basment,0,1.0,WD ,1700,430.0,450.0,880,1981,1980,0.0,397.0,41,148400
RL,5,1Story,CompShg,None,3,2,3,2,1,1,5,3,3,0,Attchd,0,1.0,COD,1276,1276.0,350.0,1276,1958,1958,0.0,0.0,63,60000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1626,1602.0,534.0,1626,1994,1994,251.0,1271.0,27,226500
C (all),4,1Story,CompShg,None,3,3,3,3,3,4,2,3,1,0,Detchd,0,1.0,WD ,480,480.0,308.0,480,1950,1949,0.0,50.0,72,35311
RL,4,SFoyer,Tar&Grv,BrkFace,3,3,4,3,4,6,6,5,4,0,NA,0,0.0,WD ,1012,976.0,0.0,1012,1975,1975,355.0,976.0,46,127500
RL,6,1Story,CompShg,None,3,3,3,3,1,5,5,6,3,0,Attchd,0,2.0,WD ,889,864.0,484.0,889,1984,1984,0.0,647.0,37,137500
RL,6,SLvl,CompShg,None,3,3,3,3,3,5,6,6,3,2,Attchd,1,2.0,WD ,1117,1029.0,542.0,1117,1977,1977,0.0,368.0,44,147000
RL,9,2Story,CompShg,Stone,4,3,5,3,3,1,8,5,4,4,BuiltIn,1,3.0,WD ,2452,1117.0,691.0,1132,2005,2004,132.0,0.0,17,309000
RL,7,1Story,CompShg,None,4,4,4,3,1,6,7,9,3,4,Attchd,2,2.0,WD ,2365,1803.0,551.0,2365,2009,1971,0.0,803.0,50,315000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,1,5,5,8,2,0,Detchd,0,2.0,WD ,912,912.0,576.0,912,2008,1965,300.0,595.0,56,147000
RL,7,1Story,CompShg,None,4,3,4,4,3,6,8,5,1,4,Attchd,1,3.0,New,1567,1520.0,648.0,1567,2006,2006,0.0,1154.0,15,264561
RL,6,SLvl,CompShg,None,3,3,3,3,1,5,5,5,3,3,Detchd,1,2.0,WD ,1360,384.0,572.0,1360,1955,1955,0.0,384.0,66,130000
FV,5,2Story,CompShg,BrkFace,4,3,4,3,1,6,6,5,3,3,Detchd,1,2.0,WD ,1525,756.0,440.0,769,2000,2000,456.0,436.0,21,177000
RM,7,1.5Fin,CompShg,None,3,3,4,3,1,1,5,7,4,0,NA,0,0.0,WD ,1200,780.0,0.0,780,1950,1930,0.0,0.0,91,119000
RL,4,1Story,CompShg,None,3,3,4,4,2,6,7,5,2,0,Detchd,0,1.0,WD ,1073,1073.0,246.0,1073,2004,2004,0.0,510.0,17,157000
RL,7,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,5,3,2,Attchd,1,1.0,WD ,1159,1051.0,336.0,1159,1968,1968,188.0,673.0,53,158000
RL,7,1.5Fin,CompShg,None,3,3,3,3,1,3,4,4,4,0,Detchd,0,1.0,WD ,1540,1190.0,352.0,1040,1955,1955,0.0,150.0,66,115000
RL,5,1Story,CompShg,None,3,3,4,3,1,2,5,5,2,0,Detchd,0,1.0,WD ,894,894.0,308.0,894,1977,1977,0.0,138.0,44,120750
FV,7,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,0,Attchd,0,2.0,WD ,1674,814.0,663.0,814,2000,2000,0.0,533.0,21,216000
RM,6,2Story,CompShg,BrkFace,3,3,3,3,1,1,4,5,3,0,Attchd,0,1.0,WD ,1092,546.0,286.0,546,1970,1970,80.0,0.0,51,75000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,3,5,6,5,3,3,Attchd,2,2.0,WD ,1430,1430.0,484.0,1430,1974,1974,144.0,800.0,47,192000
RL,6,SLvl,CompShg,BrkFace,3,3,3,4,4,6,6,6,3,2,Detchd,1,2.0,WD ,1040,960.0,616.0,1040,1978,1978,200.0,794.0,43,160500
RL,7,1Story,CompShg,Stone,4,3,4,3,3,1,7,5,3,4,Attchd,1,3.0,New,1494,1494.0,840.0,1494,2007,2006,306.0,0.0,15,279500
RL,6,SFoyer,CompShg,None,3,3,4,3,3,5,5,6,3,0,Detchd,0,2.0,WD ,1075,981.0,440.0,1075,1963,1963,0.0,784.0,58,148000
RL,6,1Story,CompShg,None,3,2,3,3,1,5,5,7,3,0,Attchd,0,1.0,WD ,992,992.0,294.0,992,2005,1967,0.0,758.0,54,145000
RL,10,2Story,CompShg,None,4,4,4,4,1,6,8,7,5,3,Attchd,1,3.0,WD ,2520,1338.0,796.0,1352,1993,1993,0.0,1012.0,28,310000
RL,6,SLvl,CompShg,BrkFace,3,3,3,3,3,5,6,5,3,4,Attchd,1,1.0,WD ,1146,1083.0,294.0,1146,1963,1963,379.0,580.0,58,165000
RL,8,2Story,CompShg,BrkFace,4,3,4,4,1,6,8,7,4,3,Attchd,1,3.0,WD ,2448,1629.0,711.0,1686,2005,1994,528.0,1361.0,27,402000
FV,9,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,4,Attchd,1,3.0,WD ,1958,1026.0,936.0,1026,2005,2005,0.0,0.0,16,250000
RM,3,SFoyer,CompShg,None,3,3,4,3,3,6,4,6,1,0,NA,0,0.0,WD ,630,630.0,0.0,630,1970,1970,0.0,522.0,51,73000
RL,8,2Story,CompShg,None,3,3,4,3,1,1,5,5,4,0,NA,0,0.0,WD ,1792,896.0,0.0,896,1974,1974,0.0,0.0,47,136000
RL,6,1Story,CompShg,BrkFace,5,3,5,3,1,6,9,5,2,4,Attchd,1,2.0,WD ,1565,1560.0,556.0,1565,2005,2005,278.0,472.0,16,282500
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,1,8,5,2,4,Attchd,1,3.0,WD ,1595,1595.0,880.0,1595,2006,2005,226.0,0.0,16,221500
RL,7,1Story,CompShg,None,3,3,4,3,1,1,4,5,4,0,Attchd,0,2.0,WD ,1680,1680.0,628.0,1680,1996,1995,0.0,0.0,26,170000
RL,6,1Story,CompShg,None,2,3,3,2,1,4,6,4,3,1,Attchd,1,2.0,WD ,1040,1040.0,480.0,1040,1967,1967,0.0,872.0,54,163000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,3,2,8,5,4,3,Attchd,1,3.0,WD ,2531,1318.0,752.0,1328,1995,1995,513.0,56.0,26,290000
RL,8,2Story,CompShg,BrkFace,4,4,4,3,1,6,8,5,4,3,Attchd,1,3.0,WD ,2538,1325.0,933.0,1335,1997,1996,526.0,1225.0,25,330000
RM,5,2Story,CompShg,BrkFace,3,3,3,3,1,4,6,5,2,0,Detchd,0,1.0,WD ,987,483.0,264.0,483,1973,1973,504.0,254.0,48,111000
RL,7,2Story,CompShg,BrkFace,3,3,4,3,2,6,6,5,3,3,Attchd,1,2.0,WD ,1755,840.0,530.0,840,1999,1999,148.0,639.0,22,214000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,3,5,6,3,0,Detchd,0,2.0,WD ,1152,1152.0,636.0,1152,1953,1953,84.0,500.0,68,137500
FV,7,2Story,CompShg,None,4,3,4,3,2,6,7,5,3,5,Attchd,1,2.0,WD ,1884,926.0,581.0,1016,2003,2003,0.0,622.0,18,240900
RL,8,2Story,CompShg,None,4,3,4,3,1,6,7,5,3,3,Attchd,1,2.0,WD ,1923,750.0,564.0,1061,1992,1992,0.0,674.0,29,190000
RL,6,1Story,CompShg,None,4,3,4,3,3,6,7,5,3,0,Attchd,0,3.0,WD ,1611,1569.0,1231.0,1611,2002,2002,0.0,1234.0,19,250000
RL,6,1Story,CompShg,None,4,4,4,3,4,5,5,8,3,2,Attchd,1,2.0,WD ,1437,1437.0,528.0,1437,2004,1976,0.0,1157.0,45,218000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,6,3,4,Attchd,1,2.0,WD ,2075,1148.0,473.0,1091,1993,1993,194.0,819.0,28,255000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,3,4,Attchd,1,3.0,New,1670,1670.0,690.0,1670,2006,2006,27.0,0.0,15,240000
RL,8,1Story,CompShg,None,4,3,4,3,3,1,8,5,3,0,Attchd,0,3.0,New,2140,2140.0,894.0,2140,2007,2006,0.0,0.0,15,360000
RL,6,SLvl,CompShg,None,3,4,3,3,4,5,5,8,3,4,Attchd,1,2.0,WD ,1265,1219.0,502.0,1265,1999,1965,0.0,633.0,56,179900
RL,12,1.5Fin,CompShg,None,3,3,3,3,1,3,5,6,3,4,NA,1,0.0,WD ,3086,1598.0,0.0,1636,1994,1946,0.0,152.0,75,200500
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,1,3,6,2,0,NA,0,0.0,WD ,968,600.0,0.0,600,1950,1910,0.0,0.0,111,37900
RL,5,1Story,CompShg,BrkFace,4,3,5,3,2,6,8,5,2,0,Attchd,0,2.0,WD ,1312,1267.0,471.0,1312,2001,2001,86.0,250.0,20,180500
RL,8,2Story,CompShg,BrkFace,3,3,5,3,1,6,7,5,6,3,BuiltIn,2,4.0,WD ,2787,1168.0,820.0,1168,2000,2000,23.0,820.0,21,269500
RL,7,2Story,CompShg,None,4,3,4,3,4,1,7,5,3,4,BuiltIn,1,2.0,WD ,1733,847.0,433.0,847,2003,2003,0.0,0.0,18,225000
RM,6,1.5Fin,CompShg,None,3,3,3,3,1,5,6,7,3,0,Detchd,0,2.0,WD ,1215,720.0,720.0,720,1950,1940,0.0,375.0,81,141000
RL,8,1Story,CompShg,Stone,5,3,5,3,2,6,9,5,3,4,Attchd,1,3.0,ConLI,1743,1739.0,927.0,1743,2008,2008,284.0,1015.0,13,335000
RL,5,1Story,CompShg,None,4,4,4,3,1,6,5,8,3,0,Attchd,0,1.0,WD ,1026,1026.0,308.0,1026,2004,1977,0.0,198.0,44,150000
RL,5,1Story,WdShngl,None,4,3,5,3,4,6,9,5,0,4,Attchd,1,3.0,WD ,1842,1842.0,894.0,1842,1987,1981,0.0,1810.0,40,385000
RL,7,2Story,CompShg,BrkFace,3,3,3,3,1,4,7,6,3,2,Attchd,3,2.0,WD ,1986,768.0,486.0,1186,1990,1965,176.0,454.0,56,205000
RL,6,1Story,CompShg,Stone,4,3,4,3,3,6,7,5,2,0,Attchd,0,2.0,WD ,1208,1187.0,632.0,1208,2006,2006,24.0,686.0,15,206000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,3,1,7,5,3,0,Attchd,0,2.0,WD ,1422,1422.0,626.0,1422,2004,2004,106.0,0.0,17,179600
RL,6,1Story,CompShg,None,3,3,2,2,1,2,4,5,2,0,Detchd,0,2.0,COD,1220,836.0,396.0,1220,1951,1951,0.0,836.0,70,102000
RL,6,1Story,CompShg,None,3,3,4,3,3,5,5,6,3,0,Attchd,0,2.0,WD ,1126,1126.0,540.0,1126,1977,1977,0.0,767.0,44,175000
RL,6,1Story,CompShg,None,3,3,3,3,1,3,5,5,2,0,Attchd,0,2.0,WD ,1384,1015.0,896.0,1384,2001,1956,0.0,494.0,65,159000
RL,6,1Story,CompShg,BrkFace,3,3,3,5,1,4,6,6,3,1,Detchd,1,2.0,WD ,1127,1127.0,480.0,1127,1976,1976,84.0,1033.0,45,135000
RL,7,1.5Fin,CompShg,None,3,3,3,2,1,3,6,4,4,0,Attchd,0,1.0,WD ,1855,994.0,325.0,1216,1972,1954,0.0,444.0,67,136900
RL,6,1Story,CompShg,None,3,3,3,3,1,4,5,7,3,3,Attchd,1,1.0,WD ,1236,912.0,288.0,1236,1994,1961,0.0,465.0,60,135000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,2,6,8,5,3,4,Attchd,1,3.0,WD ,2365,1252.0,856.0,1268,1999,1999,673.0,1163.0,22,337000
RL,9,2Story,CompShg,BrkFace,3,3,3,3,2,4,6,7,4,4,Attchd,1,2.0,WD ,2654,1054.0,619.0,1512,1984,1968,220.0,619.0,53,250000
RL,9,2Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,4,4,Attchd,1,3.0,WD ,2340,1236.0,787.0,1236,1996,1996,402.0,1023.0,25,306000
RL,5,1Story,CompShg,None,3,4,4,4,4,6,5,5,3,0,NA,0,0.0,WD ,1200,1200.0,0.0,1200,1988,1987,0.0,1200.0,34,179000
FV,5,2Story,CompShg,None,4,3,4,3,1,1,7,5,2,0,Detchd,0,2.0,WD ,1392,689.0,540.0,703,2007,2007,0.0,0.0,14,146000
RM,7,1.5Fin,CompShg,None,3,3,3,2,1,2,6,5,3,4,Detchd,1,2.0,WD ,2180,1138.0,720.0,1138,1950,1915,0.0,375.0,106,161000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,2,5,6,7,3,3,Attchd,2,2.0,WD ,1610,1610.0,480.0,1610,2001,1977,28.0,1200.0,44,205000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,3,6,7,6,2,3,Attchd,1,2.0,WD ,1501,1277.0,512.0,1501,1986,1986,340.0,893.0,35,241500
RL,5,1Story,CompShg,BrkCmn,3,2,3,3,2,3,4,5,3,0,Attchd,0,1.0,WD ,1029,1029.0,261.0,1029,1961,1961,192.0,903.0,60,118500
RL,6,SLvl,CompShg,BrkFace,3,3,3,3,3,4,5,4,3,0,BuiltIn,0,1.0,WD ,1352,1062.0,288.0,1352,1958,1958,120.0,300.0,63,130000
RM,5,1Story,CompShg,Stone,3,3,3,3,1,1,5,8,2,4,Detchd,2,2.0,WD ,1072,808.0,379.0,1072,1950,1940,279.0,0.0,81,130000
RL,11,2Story,CompShg,Stone,5,3,5,3,1,6,10,5,4,4,Attchd,1,3.0,New,2698,1850.0,736.0,1850,2006,2006,734.0,1206.0,15,535000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,2,5,6,3,0,Attchd,0,1.0,WD ,912,912.0,252.0,912,1962,1962,60.0,140.0,59,123000
RL,6,1Story,CompShg,None,3,2,0,0,0,0,4,5,2,0,NA,0,0.0,WD ,1152,0.0,0.0,1152,1955,1955,0.0,0.0,66,82000
RM,7,2Story,CompShg,None,3,3,3,3,1,4,7,8,3,0,Detchd,0,1.0,WD ,1450,624.0,288.0,730,1965,1920,0.0,116.0,101,132000
RL,4,1Story,CompShg,None,3,3,3,3,1,1,5,6,2,0,Detchd,0,1.0,WD ,1073,1073.0,326.0,1073,1968,1921,0.0,0.0,100,108480
RL,7,1Story,CompShg,BrkFace,3,3,3,3,1,4,5,5,3,3,Attchd,1,2.0,WD ,1458,1176.0,512.0,1458,1967,1967,450.0,194.0,54,165000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,1,7,5,3,0,Attchd,0,2.0,WD ,1486,1461.0,566.0,1486,2006,2006,170.0,0.0,15,181000
RL,8,SLvl,CompShg,None,3,3,3,4,1,1,5,5,4,3,Attchd,1,1.0,WD ,1774,552.0,384.0,904,1961,1961,0.0,0.0,60,165000
RL,8,1.5Fin,CompShg,None,3,3,3,3,3,4,5,5,5,0,Attchd,0,1.0,WD ,1479,864.0,275.0,864,1969,1969,0.0,476.0,52,161000
RL,7,1Story,CompShg,BrkFace,4,3,4,3,1,1,8,5,3,0,Attchd,0,2.0,New,1504,1504.0,510.0,1504,2006,2006,60.0,0.0,15,199000
RL,8,2Story,CompShg,BrkFace,4,3,4,3,1,6,7,5,4,4,BuiltIn,1,2.0,WD ,1894,817.0,510.0,824,2003,2002,44.0,624.0,19,214900
FV,5,1Story,CompShg,None,4,3,4,3,1,6,8,5,2,0,Attchd,0,2.0,New,1278,1278.0,584.0,1278,2006,2006,0.0,24.0,15,198600
RL,10,2Story,CompShg,BrkFace,4,3,4,3,1,1,8,5,4,3,BuiltIn,1,2.0,WD ,2263,1141.0,420.0,1165,1998,1998,650.0,0.0,23,258000
RL,8,2Story,CompShg,BrkFace,3,3,5,3,1,6,7,5,6,3,BuiltIn,2,4.0,WD ,2787,1168.0,820.0,1168,2000,2000,23.0,820.0,21,269500
RL,6,2Story,CompShg,None,4,3,4,3,1,1,7,5,3,4,Attchd,1,2.0,WD ,1414,707.0,403.0,707,2002,2002,0.0,0.0,19,176000
RL,7,SLvl,CompShg,BrkFace,3,3,4,3,4,2,6,7,3,0,Attchd,0,1.0,CWD,1302,1302.0,309.0,1302,1991,1964,108.0,270.0,57,158000
RL,7,SLvl,CompShg,None,4,3,4,3,1,6,8,5,3,3,BuiltIn,1,2.0,WD ,1419,408.0,527.0,779,2002,2002,0.0,353.0,19,184100
RL,6,1Story,CompShg,BrkFace,3,3,3,3,2,5,6,5,2,3,Attchd,1,2.0,WD ,1220,1625.0,944.0,1220,1971,1971,176.0,492.0,50,170000
RL,6,SLvl,CompShg,BrkFace,3,4,3,3,1,5,6,6,3,3,BuiltIn,1,2.0,WD ,1982,572.0,501.0,1182,1986,1986,242.0,454.0,35,208000
RM,4,1Story,CompShg,BrkFace,4,3,4,3,3,6,6,5,1,0,Attchd,0,2.0,WD ,848,848.0,420.0,848,2003,2003,170.0,685.0,18,140000
RM,5,1Story,CompShg,Stone,5,3,5,3,4,6,8,5,2,4,Attchd,1,2.0,New,1648,1596.0,482.0,1648,2008,2007,174.0,1476.0,14,230000
RL,5,1Story,CompShg,None,4,3,4,3,4,6,8,5,2,3,Attchd,1,2.0,WD ,1337,1337.0,462.0,1337,1989,1989,0.0,319.0,32,188500
RL,7,1.5Fin,CompShg,None,3,3,4,3,2,4,5,6,2,4,Attchd,1,1.0,WD ,1717,901.0,410.0,1125,1950,1940,0.0,602.0,81,194000
RL,5,1Story,CompShg,None,3,3,3,3,1,3,5,5,3,0,Attchd,0,1.0,WD ,1104,1104.0,384.0,1104,1958,1956,0.0,774.0,65,133000
RL,5,1Story,CompShg,BrkFace,3,3,4,3,3,6,5,5,3,0,Attchd,0,1.0,WD ,907,907.0,343.0,907,1978,1978,76.0,625.0,43,140000
RL,6,2Story,CompShg,BrkFace,4,3,4,3,2,6,7,5,3,0,Attchd,0,2.0,WD ,1652,782.0,532.0,782,2000,2000,120.0,527.0,21,207500
RL,8,2Story,CompShg,BrkFace,3,3,3,3,1,1,6,7,5,3,Attchd,1,2.0,WD ,2640,932.0,515.0,1271,1997,1967,256.0,0.0,54,256900
RL,5,1.5Fin,CompShg,None,3,3,3,3,1,1,5,6,2,0,Detchd,0,1.0,WD ,1034,735.0,240.0,735,1950,1940,0.0,0.0,81,109000
RL,8,1Story,CompShg,None,3,3,0,0,0,0,5,5,4,0,Attchd,0,2.0,WD ,1513,0.0,400.0,1513,1979,1979,0.0,0.0,42,113722
RL,7,1Story,CompShg,Stone,4,3,5,3,4,6,8,5,3,4,Attchd,1,3.0,WD ,1498,1498.0,844.0,1498,2006,2005,76.0,24.0,16,237000
RL,6,1Story,CompShg,None,3,3,3,3,1,5,5,7,3,0,2Types,0,2.0,WD ,1053,1053.0,692.0,1053,1963,1963,0.0,288.0,58,142100
RL,5,1Story,CompShg,Stone,3,3,3,3,1,4,6,5,2,0,Attchd,0,2.0,WD ,1293,1178.0,452.0,1293,1954,1954,28.0,468.0,67,149900
RL,7,1Story,CompShg,Stone,5,3,5,3,3,6,9,5,3,4,Attchd,1,3.0,WD ,2020,2020.0,896.0,2020,2008,2008,450.0,1232.0,13,404000
RL,9,2Story,CompShg,None,3,3,3,3,4,5,7,8,3,4,Attchd,2,2.0,WD ,2448,1438.0,441.0,1900,1998,1962,0.0,636.0,59,277500
RL,7,2Story,CompShg,BrkFace,4,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1732,741.0,476.0,977,1985,1985,336.0,0.0,36,178000
RL,6,1Story,CompShg,BrkFace,4,3,4,3,1,6,8,5,2,4,Attchd,1,2.0,WD ,1324,1324.0,550.0,1324,2006,2006,176.0,863.0,15,254000
RM,5,1Story,CompShg,None,3,2,2,2,1,1,2,2,2,4,Detchd,1,2.0,WD ,832,678.0,780.0,832,1970,1923,0.0,0.0,98,12789
RL,6,1Story,CompShg,BrkFace,3,3,4,4,1,1,7,5,3,3,Attchd,1,2.0,WD ,1253,1237.0,402.0,1253,1996,1995,38.0,0.0,26,176000
RL,9,2Story,CompShg,Stone,3,3,5,4,3,1,9,5,4,0,Attchd,0,3.0,New,2596,1249.0,840.0,1249,2006,2006,370.0,0.0,15,342643
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,6,5,6,3,0,Attchd,0,1.0,WD ,902,876.0,288.0,902,1967,1967,75.0,599.0,54,125500
RL,8,1Story,CompShg,BrkFace,3,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1495,1495.0,438.0,1495,1989,1989,128.0,0.0,32,150000
FV,6,1Story,CompShg,None,5,3,4,3,2,1,8,5,2,4,Attchd,1,2.0,New,1584,1574.0,594.0,1584,2007,2007,0.0,0.0,14,261329
RL,6,1Story,CompShg,BrkFace,3,3,4,3,1,6,7,5,3,0,NA,0,0.0,WD ,1080,1080.0,0.0,1080,2005,2004,120.0,680.0,17,141000
RL,6,1Story,CompShg,None,3,3,3,3,1,4,4,6,3,2,Attchd,1,1.0,WD ,1647,1105.0,280.0,1647,1953,1953,0.0,595.0,68,153000
RL,6,1Story,CompShg,BrkFace,4,3,5,3,3,1,7,5,2,4,Attchd,1,3.0,New,1258,1258.0,648.0,1258,2007,2006,72.0,0.0,15,172500
RL,7,2Story,CompShg,None,3,3,3,3,1,1,6,7,3,0,Detchd,0,1.0,WD ,1396,698.0,384.0,698,2003,1915,0.0,0.0,106,153575
C (all),5,1Story,CompShg,None,4,3,3,3,1,5,5,9,2,0,Detchd,0,1.0,WD ,1001,837.0,216.0,1001,2007,1930,0.0,737.0,91,124900
RL,8,1Story,CompShg,BrkFace,5,3,5,3,4,1,9,5,3,5,Attchd,1,3.0,New,2121,2121.0,732.0,2121,2007,2006,315.0,0.0,15,415298
RM,6,1.5Fin,CompShg,None,2,3,3,3,1,1,6,6,3,0,Detchd,0,1.0,ConLI,1480,972.0,207.0,1044,1950,1920,0.0,0.0,101,119000
RL,7,1Story,CompShg,Stone,4,3,4,4,3,1,8,5,3,4,Attchd,1,3.0,WD ,1588,1588.0,825.0,1588,2006,2006,410.0,0.0,15,227000
RL,5,1Story,CompShg,BrkFace,4,3,3,3,1,5,5,7,3,0,Attchd,0,1.0,WD ,1053,1053.0,312.0,1053,2006,1959,54.0,806.0,62,145500
RM,3,1Story,CompShg,None,3,3,2,3,1,2,3,5,1,0,Detchd,0,1.0,WD ,492,492.0,200.0,492,1950,1921,0.0,416.0,100,61500
RL,8,1Story,CompShg,BrkFace,3,4,3,3,2,1,7,6,3,3,Attchd,1,2.0,WD ,1851,1851.0,506.0,1851,1969,1969,434.0,0.0,52,192100
RM,7,2Story,CompShg,None,3,4,3,3,1,3,6,7,3,0,Detchd,0,1.0,WD ,1403,698.0,308.0,754,1965,1915,0.0,276.0,106,116000
RL,6,SLvl,CompShg,BrkFace,3,4,3,3,3,6,6,8,3,0,Attchd,0,1.0,WD ,1138,588.0,264.0,1138,1958,1958,63.0,507.0,63,145000
RL,10,1Story,CompShg,BrkFace,4,3,5,3,1,6,9,5,3,4,Attchd,1,3.0,WD ,2452,2452.0,886.0,2452,2003,2003,724.0,1972.0,18,445000
RL,5,1Story,CompShg,None,3,3,4,3,2,2,5,7,3,0,Detchd,0,2.0,WD ,1040,1040.0,484.0,1040,2008,1977,0.0,532.0,44,150500
RL,7,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1655,763.0,440.0,763,1994,1993,0.0,0.0,28,175900
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,5,6,6,3,3,Attchd,1,2.0,WD ,1116,1116.0,528.0,1116,1974,1974,196.0,888.0,47,167900
RL,9,2Story,CompShg,None,4,3,4,3,3,1,7,5,4,4,BuiltIn,1,3.0,New,1863,879.0,660.0,879,2006,2006,0.0,0.0,15,219210
RL,8,2Story,CompShg,None,4,3,4,3,1,1,6,5,3,3,Attchd,1,2.0,WD ,1845,1055.0,462.0,1055,1992,1992,0.0,0.0,29,189000
RL,6,1Story,CompShg,BrkFace,3,3,3,3,1,5,5,4,3,4,Attchd,2,1.0,WD ,1176,1176.0,292.0,1176,1957,1957,143.0,621.0,64,136500
RL,5,1Story,CompShg,BrkFace,3,3,3,3,2,4,5,7,3,0,Detchd,0,1.0,WD ,892,864.0,416.0,892,2008,1966,47.0,240.0,55,137900
RM,4,1Story,CompShg,None,3,3,3,3,1,5,5,4,2,0,Detchd,0,1.0,WD ,1022,1022.0,280.0,1022,2006,1910,0.0,247.0,111,85000
RL,7,1Story,CompShg,BrkFace,3,3,3,2,1,2,5,3,4,0,Detchd,0,2.0,WD ,2136,2136.0,528.0,2136,1951,1951,44.0,756.0,70,137900
RL,7,2Story,CompShg,None,3,3,4,3,4,6,6,5,3,0,Attchd,0,2.0,WD ,1604,926.0,472.0,926,1998,1998,0.0,851.0,23,195500
RL,6,2Story,CompShg,None,3,3,4,3,1,1,6,4,4,0,Detchd,0,1.0,WD ,1647,806.0,216.0,841,1950,1915,0.0,0.0,106,128000
RL,5,1Story,CompShg,None,3,4,3,3,1,5,5,8,3,3,Detchd,1,1.0,WD ,864,864.0,420.0,864,2007,1961,0.0,764.0,60,135000
RL,5,1Story,CompShg,BrkFace,3,3,3,3,3,5,5,6,3,2,Detchd,1,2.0,WD ,1076,1076.0,576.0,1076,1975,1975,176.0,294.0,46,143195
RM,4,1Story,CompShg,None,3,3,3,3,1,1,5,6,2,0,Detchd,0,1.0,WD ,935,742.0,308.0,779,1960,1930,0.0,0.0,91,79500
RL,8,2Story,CompShg,BrkFace,4,3,4,3,3,1,7,5,3,0,Attchd,0,2.0,WD ,1663,835.0,478.0,835,2004,2003,95.0,0.0,18,192500
RM,6,1.5Fin,CompShg,None,3,5,3,3,1,4,5,7,3,0,Detchd,0,1.0,WD ,1328,768.0,308.0,768,1970,1950,0.0,384.0,71,129500
RL,7,2Story,CompShg,None,3,3,4,3,1,1,6,5,3,3,BuiltIn,1,2.0,WD ,1572,806.0,373.0,806,1996,1995,0.0,0.0,26,168000
RM,7,1.5Fin,CompShg,None,3,3,3,3,1,2,6,5,2,4,Detchd,1,1.0,WD ,1342,739.0,240.0,874,1950,1939,0.0,264.0,82,105000
